Token,Weirdness
чернавский,0.0
нучный,0
ицкович,0
махамадович,0
султонбек,0
представляющий,0
хартлить,0
березиков,0.0
кольцов,0.0
роторно-фильтровать,0
чангли,0
тозаловчить,0
фильтрлить,0
фильтрловчить,0
материалининг,0
юзаларинить,0
геометро,0
плоскоременный,0
геометро-кинематический,0
зуннунович,0
нематуллаевич,0
непостоянство,0
ремешковый,0
вибрацион,0
грасхоф,0
фирбанка,0
конг,0
паркер,0
овационный,0
кумарать,0
билинейный,0
переделка,0
вулканизированный,0
наматываться,0
обвязочный,0
шкивный,0
хук,0
геометра-кинематический,0
машнев,0
станько,0
хтгз,0
лопатк,0
лаби,0
ринтный,0
турбомашина,0
прочнос,0
твердотельный,0
ёлочный,0
цельнофрезерованный,0
мфш,0
корытце,0
галтель,0
аронсон,0
блинк,0.0
брезгин,0
рябчик,0.0
ниренштейн,0
желонкин,0
паротурбинный,0
бродов,0
урфа,0.0
рузибадалович,0
чоршанбий,0
умар,0.0
султанмурод,0
элмуратов,0
гидросмешивание,0
меднообогащать,0
гидросмесить,0
редукционный,0.0
гидротранспорт,0
дадахон,0
дустов,0
ринисо,0
парманович,0
сушествуюший,0
конструктция,0
деформацииция,0
колебальний,0
семеновесный,0
масличн,0
решётный,0
вейка,0
пневмоканал,0
воздухораспределитель,0
поддува,0
сепарирование,0
биттереть,0
бил,0
сотрясательный,0
скатный,0
ситок,0
шелушиться,0.0
рущанк,0
ликвидир,0
эксцентрик,0
сидячий,0.0
ектродвигатель,0
амортизацииция,0
дркдр,0
движушие,0
бдбдрбдбдрдрдрдр,0
ммись,0
рбдбдрдббдбдрдббба,0
диссипнуть,0
принебрегать,0
продеффенцировать,0
дрдрдрдрба,0
дрбдрдрбдрдрбдр,0
дркдрбдрдркбдрбдр,0
кбдркббдр,0
бдрбдрккб,0
кббдркбдркб,0
колебаяться,0
бильний,0
квтр,0
миноб,0
срадр,0
срадб,0
раднмс,0
